,train,val,test
1569744A01#21_11,True,False,False
1569744A02#21_12,True,False,False
1569744A03#21_13,True,False,False
1569744A04#21_14,True,False,False
1569744A05#21_15,True,False,False
1569744A06#21_16,True,False,False
1569744A07#21_17,True,False,False
1569744A08#21_18,True,False,False
1569744A09#21_19,True,False,False
1569744A10#21_20,True,False,False
1569744A11#7_1,True,False,False
1569744A12#7_2,True,False,False
1569744A13#7_3,True,False,False
1569744A14#7_4,True,False,False
X161534A01#4_15,True,False,False
X161534A02#4_16,True,False,False
X161534A03#4_17,True,False,False
X161534A04#4_18,True,False,False
X161534A05#4_19,True,False,False
X161534A06#4_20,True,False,False
X161534A07#5_1,True,False,False
X161534A08#5_2,True,False,False
X172464A01#5_11,True,False,False
X172464A02#5_12,True,False,False
X172464A03#5_13,True,False,False
X172464A04#5_14,True,False,False
X172464A05#5_15,True,False,False
X172464A06#5_16,True,False,False
X172464A07#5_17,True,False,False
X172464A08#5_18,True,False,False
X197133A01#6_11,True,False,False
X197133A02#6_12,True,False,False
X197133A03#6_13,True,False,False
X197133A04#6_14,True,False,False
X197133A05#6_15,True,False,False
X197133A06#6_16,True,False,False
X197133A07#6_17,True,False,False
X197133A08#6_18,True,False,False
X219408A01#9_11,True,False,False
X219408A02#9_12,True,False,False
X219408A03#9_13,True,False,False
X219408A04#9_14,True,False,False
X219408A05#9_15,True,False,False
X219408A06#9_16,True,False,False
X219408A07#9_17,True,False,False
X219408A08#9_18,True,False,False
X251184A01#11_11,True,False,False
X251184A02#11_12,True,False,False
X251184A03#11_13,True,False,False
X251184A04#11_14,True,False,False
X251184A05#11_15,True,False,False
X251184A06#11_16,True,False,False
X251184A07#11_17,True,False,False
X251184A08#11_18,True,False,False
1386008A01#3_9,True,False,False
1386008A02#3_10,True,False,False
1386008A03#3_11,True,False,False
1386008A04#3_12,True,False,False
1386008A05#3_13,True,False,False
1386008A06#3_14,True,False,False
1386008A07#3_15,True,False,False
1386008A08#3_16,True,False,False
1386008A09#3_17,True,False,False
1386008A10#3_18,True,False,False
1394025A01#2_2,True,False,False
1394025A02#2_3,True,False,False
1394025A03#2_4,True,False,False
1394025A04#2_5,True,False,False
1394025A05#2_6,True,False,False
1394025A06#2_7,True,False,False
1394025A07#2_8,True,False,False
1394025A08#2_9,True,False,False
1394025A09#2_10,True,False,False
1394025A10#2_11,True,False,False
1412190C01,True,False,False
1412190C02,True,False,False
1412190C03,True,False,False
1412190C04,True,False,False
1412190C05,True,False,False
1412190C06,True,False,False
1412190C07,True,False,False
1412190C08,True,False,False
1420083A01#18_2,True,False,False
1420083A02#18_3,True,False,False
1420083A03#18_4,True,False,False
1420083A04#18_5,True,False,False
1420083A05#18_6,True,False,False
1420083A06#18_7,True,False,False
1420083A07#18_8,True,False,False
1420083A08#18_9,True,False,False
1420083A09#18_10,True,False,False
1420083A10#18_11,True,False,False
1445057B01#17_5,True,False,False
1445057B02#17_6,True,False,False
1445057B03#17_7,True,False,False
1445057B04#17_8,True,False,False
1460108A01#16_17,True,False,False
1460108A02#16_18,True,False,False
1460108A03#16_19,True,False,False
1460108A04#16_20,True,False,False
1460108A05#4_1,True,False,False
1460108A06#4_2,True,False,False
1460108A07,True,False,False
1460108A08,True,False,False
1463717B01#4_5,True,False,False
1463717B02#4_6,True,False,False
1463717B03#4_7,True,False,False
1463717B04#4_8,True,False,False
1463717B05#4_9,True,False,False
1463717B06#4_10,True,False,False
1463717B07#4_11,True,False,False
1463717B08#4_12,True,False,False
1463717B09#4_13,True,False,False
1463717B10#4_14,True,False,False
1482921A01#4_15,True,False,False
1482921A02#4_16,True,False,False
1482921A03#4_17,True,False,False
1482921A04#4_18,True,False,False
1482921A05#4_19,True,False,False
1482921A06#4_20,True,False,False
1482921A07#5_1,True,False,False
1491815A01#5_8,True,False,False
1491815A02#5_9,True,False,False
1491815A03#5_10,True,False,False
1491815A04#5_11,True,False,False
1491815A05#5_12,True,False,False
1491815A06#5_13,True,False,False
1491815A07#5_14,True,False,False
1491815A08#5_15,True,False,False
1494509A01#6_3,True,False,False
1494509A02#6_4,True,False,False
1494509A03#6_5,True,False,False
1494509A04#6_6,True,False,False
1494509A05#6_7,True,False,False
1494509A06#6_8,True,False,False
1494509A07#6_9,True,False,False
1520691A01#6_16,True,False,False
1520691A02#6_17,True,False,False
1520691A03#6_18,True,False,False
1520691A04#6_19,True,False,False
1520691A05#6_20,True,False,False
1520691A06#19_1,True,False,False
X125675A01#2_14,True,False,False
X125675A02#2_15,True,False,False
X125675A03#2_16,True,False,False
X125675A04#2_17,True,False,False
X125675A05#2_18,True,False,False
X125675A06#2_19,True,False,False
X125675A07#2_20,True,False,False
X125675A08#3_1,True,False,False
X125675A09#3_2,True,False,False
X125675A10#3_3,True,False,False
X125675A11#3_4,True,False,False
X125675A12#3_5,True,False,False
X125675A13#3_6,True,False,False
X125675A14#3_7,True,False,False
X125675A15#3_8,True,False,False
X133886A01#3_15,True,False,False
X133886A02#3_16,True,False,False
X133886A03#3_17,True,False,False
X133886A04#3_18,True,False,False
X133886A05#3_19,True,False,False
X133886A06#3_20,True,False,False
X150846A01#4_1,True,False,False
X150846A02#4_2,True,False,False
X150846A03#4_3,True,False,False
X150846A04#4_4,True,False,False
X150846A05#4_5,True,False,False
X150846A06#4_6,True,False,False
X150846A07#4_7,True,False,False
X150846A08#4_8,True,False,False
X155551A01#4_9,True,False,False
X155551A02#4_10,True,False,False
X155551A03#4_11,True,False,False
X155551A04#4_12,True,False,False
X155551A05#4_13,True,False,False
X155551A06#4_14,True,False,False
X169778A01#5_3,True,False,False
X169778A02#5_4,True,False,False
X169778A03#5_5,True,False,False
X169778A04#5_6,True,False,False
X169778A05#5_7,True,False,False
X169778A06#5_8,True,False,False
X169778A07#5_9,True,False,False
X169778A08#5_10,True,False,False
X211079A01#9_3,True,False,False
X211079A02#9_4,True,False,False
X211079A03#9_5,True,False,False
X211079A04#9_6,True,False,False
X211079A05#9_7,True,False,False
X211079A06#9_8,True,False,False
X211079A07#9_9,True,False,False
X211079A08#9_10,True,False,False
X224490A01#9_19,True,False,False
X224490A02#9_20,True,False,False
X224490A03#10_1,True,False,False
X224490A04#10_2,True,False,False
X224490A05#10_3,True,False,False
X224490A06#10_4,True,False,False
X224490A07#10_5,True,False,False
X224490A08#10_6,True,False,False
X225774A01#10_7,True,False,False
X225774A02#10_8,True,False,False
X225774A03#10_9,True,False,False
X225774A04#10_10,True,False,False
X225774A05#10_11,True,False,False
X225774A06#10_12,True,False,False
X225774A07#10_13,True,False,False
X225774A08#10_14,True,False,False
X227639A01#10_15,True,False,False
X227639A02#10_16,True,False,False
X227639A03#10_17,True,False,False
X227639A04#10_18,True,False,False
X227639A05#10_19,True,False,False
X227639A06#10_20,True,False,False
X227639A07#11_1,True,False,False
X227639A08#11_2,True,False,False
X242275A01#11_3,True,False,False
X242275A02#11_4,True,False,False
X242275A03#11_5,True,False,False
X242275A04#11_6,True,False,False
X242275A05#11_7,True,False,False
X242275A06#11_8,True,False,False
X242275A07#11_9,True,False,False
X242275A08#11_10,True,False,False
X207531C01#7_11,False,True,False
X207531C02#7_12,False,True,False
X207531C03#7_13,False,True,False
X207531C04#7_14,False,True,False
X207531C05#7_15,False,True,False
X207531C06#7_16,False,True,False
X207531C07#7_17,False,True,False
X207531C08#7_18,False,True,False
X207531C09#7_19,False,True,False
X207531C10#7_20,False,True,False
X207531C11#8_1,False,True,False
X207531C12#8_2,False,True,False
X207531C13#8_3,False,True,False
X207531C14#8_4,False,True,False
X207531C15#8_5,False,True,False
X207531C16#8_6,False,True,False
X207531C17#8_7,False,True,False
X207531C18#8_8,False,True,False
X207531C19#8_9,False,True,False
X207531C20#8_10,False,True,False
X179852A01#5_19,False,True,False
X179852A02#5_20,False,True,False
X179852A03#6_1,False,True,False
X179852A04#6_2,False,True,False
X179852A05#6_3,False,True,False
X179852A06#6_4,False,True,False
1549139A01#19_18,False,True,False
1549139A02#19_19,False,True,False
1549139A03#19_20,False,True,False
1549139A04#20_1,False,True,False
1549139A05#20_2,False,True,False
1394250C01#2_12,False,True,False
1394250C02#2_13,False,True,False
1394250C03#2_14,False,True,False
1394250C04#2_15,False,True,False
1394250C05#2_16,False,True,False
1394250C06#2_17,False,True,False
1394250C07#2_18,False,True,False
1394250C08#2_19,False,True,False
X127179A01#3_9,False,False,True
X127179A02#3_10,False,False,True
X127179A03#3_11,False,False,True
X127179A04#3_12,False,False,True
X127179A05#3_13,False,False,True
X127179A06#3_14,False,False,True
X209790A01#8_11,False,False,True
X209790A02#8_12,False,False,True
X209790A03#8_13,False,False,True
X209790A04#8_14,False,False,True
X209790A05#8_15,False,False,True
X209790A06#8_16,False,False,True
X209790A07#8_17,False,False,True
X209790A08#8_18,False,False,True
X209790A09#8_19,False,False,True
X209790A10#8_20,False,False,True
X209790A11#9_1,False,False,True
X209790A12#9_2,False,False,True
1549818A01#20_3,False,False,True
1549818A02#20_4,False,False,True
1549818A03#20_5,False,False,True
1549818A04#20_6,False,False,True
1549818A05#20_7,False,False,True
1549818A06#20_8,False,False,True
1561277B01#2_1,False,False,True
1561277B02#2_2,False,False,True
1561277B03#2_3,False,False,True
1561277B04#2_4,False,False,True
1561277B05#2_5,False,False,True
